utterance,p1_mean,n_obs,entropy,ambiguity
my fault,0.89272256489195,2,0.34078502459717286,0.21455487021609998
my fault im sure,0.8682118126051264,1,0.3897718953031134,0.26357637478974727
my fault on that one.  close to teal color,0.8882626429741532,1,0.35013235543672616,0.2234747140516935
my fault was going to put not pink,0.859765456238024,1,0.4053890216584383,0.28046908752395194
my fault!,0.9023322484126897,1,0.3199280697391813,0.19533550317462067
"my fault, that was just a bad click",0.899061060816211,1,0.3271411493886218,0.2018778783675781
my fault. eek,0.8119737992698032,1,0.48334824470826265,0.37605240146039365
my first mistake is going to be painful so hope not,0.8390157938501931,1,0.44129831998224034,0.3219684122996138
my first of the night,0.8737626921225594,1,0.3791708723650269,0.25247461575488117
my hit is about to expire,0.8760763226938791,1,0.37467042505099285,0.24784735461224172
"my mistake, sorry",0.8851440317151448,1,0.3565489973205662,0.22971193656971045
my send button is bright blue on my end.,0.8891095752754316,1,0.3483729447038857,0.2217808494491369
my squares are huge!,0.8680050904540969,1,0.3901614294531868,0.2639898190918062
my thoughts exactly,0.842465133703119,1,0.43555942327296593,0.3150697325937619
my timer is about to end. Sorry,0.8942432705969631,1,0.33755074174949806,0.21151345880607386
my vocabulary is lacking,0.9258677987741993,1,0.2641988406124793,0.14826440245160133
n,0.7417149903565492,2,0.5712554367719562,0.5165700192869016
nah i did,0.855098232200842,1,0.41376279141866085,0.28980353559831595
nah its creative,0.833502515226232,1,0.4502888180448227,0.33299496954753605
"nah its ok, coulda been either",0.8301590575154462,1,0.45563391742189596,0.3396818849691077
nah some of these are harder,0.8320608621188396,1,0.4526033550429627,0.3358782757623209
nah that was the pink purple!,0.8909489466804847,1,0.34452672437362936,0.2181021066390305
nah you've got them mostly right,0.8327948950020988,1,0.451426749130714,0.3344102099958024
"nah youll see why maybe, some are 3 of sameish colors lol",0.8131367188776317,1,0.4816425889442018,0.37372656224473655
"nah, I'm a sharks fan",0.8216840950534666,1,0.468830182358336,0.35663180989306675
nahh  you're the bright one  ;),0.9100602229766929,1,0.3023984669689521,0.17987955404661427
narwhal gray?,0.9146914641946576,1,0.29154695638309225,0.17061707161068473
nasty purple,0.9167904053412823,2,0.28653917040895543,0.16641918931743538
nat navy,0.7087387442293946,1,0.603277131234484,0.5825225115412107
natural blue,0.8330304191087547,2,0.4510484003382019,0.3339391617824905
natural grass,0.8534148405362865,1,0.41673968265668193,0.29317031892742706
natural green,0.8339595157772717,6,0.44955199410785607,0.33208096844545665
natural grey,0.8271627885058255,1,0.4603565729647644,0.34567442298834905
natural pink,0.8293878086474571,1,0.456855593532823,0.3412243827050858
natural purp,0.7813365233463421,2,0.5252111563607212,0.43732695330731586
navy,0.7474096850861961,6,0.5651630447479438,0.5051806298276078
navy blue,0.8891172140824484,5,0.34835704287194036,0.22176557183510326
"nawh, its a learning process",0.8997617435080117,1,0.32560616126618525,0.2004765129839765
nawh. we grow and learn,0.8879672522424976,1,0.3507442955726088,0.22406549551500476
nbd,0.8927259052326206,1,0.3407779468329532,0.21454818953475874
neaqua,0.8933544441070576,1,0.33944407440129415,0.2132911117858849
nearest mauve,0.8610057054216771,1,0.4031336293043584,0.2779885891566458
need color name because they are all jumbled,0.8142732222874596,1,0.4799670786431929,0.37145355542508085
need to make a code word,0.7997762618790947,1,0.5007124340437066,0.40044747624181065
negative,0.892031182330013,1,0.34224747480254036,0.215937635339974
neither blue,0.8958126557122249,1,0.3341872824199299,0.2083746885755502
neither gray nor pink,0.8793928861808475,1,0.36813288049016585,0.2412142276383049
neither look green,0.8594771696016398,1,0.40591143983996336,0.28104566079672044
neither look neon to me,0.8673912795616686,1,0.39131585983017375,0.26521744087666277
neither of the blues,0.8629538109646476,1,0.399565012577503,0.27409237807070475
"neither of the greens, the more aqua blueish one",0.8891073552103101,1,0.34837756613946974,0.2217852895793797
neither of the purlish colors right?,0.8337176845449015,1,0.4499420873142019,0.33256463091019706
"neither, hotter pink",0.8400217876911061,1,0.4396337486741515,0.3199564246177877
neno girl,0.9333033737436757,1,0.24500908465764432,0.13339325251264866
neon,0.9278364849265027,82,0.2591996747574976,0.14432703014699455
neon (bright green),0.9312957204478866,1,0.25027435166847256,0.1374085591042269
neon almost,0.9005138713868639,2,0.32395241329002095,0.1989722572262722
neon almost green,0.9220261617450374,1,0.27379267439199767,0.15594767650992525
neon banana,0.8173785491844039,1,0.47534532555165254,0.3652429016311922
neon blue,0.9421171665940199,8,0.22110188083239718,0.11576566681196021
neon blue not deepest blue,0.9142112368918609,1,0.29268473028912767,0.1715775262162782
neon bright,0.9279514982253073,3,0.2589058410563293,0.14409700354938537
neon bright again,0.9212216567000979,1,0.27577547576785333,0.15755668659980415
neon bright green,0.9363063881603415,1,0.23701193351928834,0.12738722367931699
neon bright orange,0.9494037320380728,1,0.20026718950636405,0.10119253592385435
neon chameleon,0.9339606380318449,1,0.24327136233516317,0.13207872393631015
neon color,0.9070395515924786,1,0.3093342341396568,0.18592089681504276
neon colored green,0.9058233897248459,1,0.3120959289160179,0.18835322055030823
neon eye killing green,0.8364328387635507,1,0.4455379891476824,0.32713432247289864
neon grass,0.9206698946065934,1,0.2771302002266783,0.15866021078681314
neon green,0.9342486604435104,239,0.2425076647529874,0.1315026791129792
neon green ',0.9298750380131537,1,0.2539620648927193,0.14024992397369251
"neon green (second to lightest, not yellow one)",0.9014092735292828,1,0.3219754029309359,0.1971814529414344
neon green again,0.9289533977298416,1,0.25633780731694045,0.1420932045403167
neon green not pastel,0.9080238358025525,1,0.3070862597063459,0.18395232839489495
neon green not yellow,0.9366961123864107,2,0.23596313410426187,0.1266077752271786
neon green or grass green,0.9268444136915341,1,0.26172602744576057,0.14631117261693172
neon green or olive?,0.9125153668735011,1,0.2966792267123996,0.1749692662529978
neon green or the other,0.903865775474976,1,0.31650500302045914,0.19226844905004792
neon green the brightish one,0.9019038768552754,1,0.32087947618207574,0.1961922462894492
neon green without yellow,0.9285266427580757,1,0.25743349876951754,0.14294671448384855
"neon green, brightest one",0.9252117273546507,2,0.2658522160762142,0.14957654529069853
"neon green, but not the yellowish one",0.9195893001060276,1,0.2797712993369325,0.16082139978794485
"neon green, mint green or olive green?",0.9163443231011359,1,0.2876082498559017,0.1673113537977282
"neon green, not dull green, not yellow",0.9272874522612036,1,0.2605996150075924,0.14542509547759286
"neon green, not grassy green",0.9079826783850029,1,0.3071804893998371,0.1840346432299942
"neon green, not the one closer to blue",0.9171418496288365,1,0.28569506356017715,0.16571630074232702
"neon green, not the yellow one",0.9284035322345754,2,0.25774907379562506,0.14319293553084922
"neon green, not the yellowish one though",0.9103586469630195,1,0.3017072587422299,0.17928270607396102
"neon green, shaded green and regular green",0.8943005570427616,1,0.3374284272064801,0.21139888591447686
"neon green, the most true green",0.9206687403156115,1,0.2771330299432637,0.15866251936877696
"neon green, true green, light green",0.9202153385150936,1,0.27824312510804694,0.15956932296981274
"neon green, very bright",0.9249306177167895,1,0.26655873808327746,0.15013876456642095
neon green/yellow,0.9182070617289728,3,0.28312665803522824,0.16358587654205436
neon green?,0.9367831389452274,2,0.2357285847957398,0.1264337221095453
neon greenish,0.9206272750567677,1,0.2772346689320417,0.15874544988646466
"neon gren, not the yellow one",0.9330804005165413,1,0.24559701751634727,0.13383919896691743
neon greren not teal not dark,0.8982419851455633,1,0.3289286453958418,0.2035160297088734
neon hurt your eyes green,0.8520325409829748,1,0.4191671785086014,0.2959349180340505
"neon lime green/avocado, or the more muted blue/green?",0.8970914469735171,1,0.3314271185172739,0.20581710605296588
neon looking,0.9189499731885723,1,0.2813264411706321,0.1621000536228554
neon looking green,0.926091195531103,1,0.26363442639403656,0.14781760893779405
neon magenta,0.9183920376383772,1,0.2826791154182113,0.16321592472324564
neon magenta again.,0.9146417644225179,1,0.29166484393882103,0.17071647115496424
neon neon,0.9204132768275691,1,0.2777588441942162,0.15917344634486175
neon one,0.9185988886508999,1,0.28217810601859233,0.16280222269820022
neon or not?,0.9035559325140564,1,0.3171987892130767,0.19288813497188717
neon orange,0.9560418111358733,1,0.18032563098980192,0.08791637772825345
neon pink,0.9349920791598001,39,0.24053021925929519,0.1300158416803998
neon pink bright,0.9359016591072549,1,0.2380984172808694,0.12819668178549026
"neon pink, but not purple",0.9170635391071671,1,0.28588329205602897,0.16587292178566582
"neon pink, shade",0.9066682124786792,1,0.31017933236294487,0.18666357504264153
"neon pink, the brightest one",0.9210286017423912,1,0.27624995339598624,0.1579427965152176
neon pink/purple,0.9000130182739202,1,0.32505436837846957,0.19997396345215956
neon pink?,0.9338254333296305,1,0.2436293962820183,0.13234913334073894
neon purp,0.9297587954440626,3,0.2542624218018602,0.14048240911187482
neon purp[le,0.851615790198833,1,0.41989606763171916,0.2967684196023339
neon purple,0.9208719039220981,19,0.2766346980698308,0.1582561921558039
neon purple and light bland purple,0.8803061793356818,1,0.3663145061299426,0.23938764132863644
neon purple like highlighter,0.893725106006683,1,0.3386555208973148,0.21254978798663404
"neon purple, hot pink",0.9233280275293217,1,0.27056495747334264,0.1533439449413565
neon purple/purple looks like a mixture of both..not the super highlighter pink one,0.8637375252443663,1,0.39812034355191106,0.2725249495112674
neon red,0.9468637436580454,3,0.20764820952682397,0.10627251268390925
neon teal,0.9279648697467857,2,0.2588716669247691,0.14407026050642857
neon type,0.8646513241545397,1,0.39642928982076575,0.2706973516909206
neon violet,0.8707709845010502,1,0.38491846427577514,0.25845803099789966
neon with yellow,0.9336096109949711,1,0.24420030005745058,0.13278077801005783
neon with yellow again,0.9276431804216358,1,0.2596930803686422,0.1447136391567283
neon with yellow in it,0.9144304414267537,1,0.29216574773151927,0.17113911714649266
neon yellow,0.9521357123288621,13,0.1921780935020376,0.09572857534227586
neon yellow green,0.9497205382081446,2,0.19933728089234748,0.10055892358371077
neon yellow grreen,0.919719405704168,1,0.2794541461131079,0.16056118859166402
neon yellow looking,0.9349221752173382,1,0.24071654500854475,0.13015564956532355
neon yellow-green,0.9529602573939563,2,0.18970492496580657,0.09407948521208742
neon yellow.,0.9475503537673031,1,0.20566586517652416,0.10489929246539376
neon yellowish,0.9496400249334357,2,0.19957380703182054,0.10071995013312862
neon yellowish green,0.9448762929187837,1,0.21333385479578748,0.11024741416243256
neon!,0.9371492400644723,1,0.23474048617073467,0.12570151987105538
"neon, hot purple",0.9252750483656045,1,0.26569291186175614,0.14944990326879104
"neon, pea or plant?",0.8507166350584708,1,0.42146399524579814,0.2985667298830583
neon?,0.9278490825821093,5,0.25916750015601087,0.1443018348357814
neonish purple,0.8546418671529046,1,0.41457207283088604,0.29071626569419085
neonish yellow,0.9001436306836784,1,0.32476726986454846,0.19971273863264316
neoon green,0.9373301339813861,1,0.2342514183954781,0.1253397320372278
neutral,0.8256985976032953,3,0.4626415042306849,0.3486028047934093
neutral and color of wood,0.8553414661501166,1,0.41333077331425083,0.28931706769976673
neutral color shade of black,0.832395970040524,1,0.4520666784777392,0.335208059918952
neutral darker,0.799437031556212,1,0.5011818737961159,0.4011259368875759
neutral green,0.9084368660014406,1,0.3061395047600378,0.18312626799711884
neutral one,0.8615317481650406,1,0.4021731444960239,0.27693650366991873
neutral without color,0.8253354220054163,1,0.46320594549158894,0.34932915598916736
"never heard the word mauve before today lolol, green",0.8083455979237658,1,0.48861299188246954,0.3833088041524684
"never mind , when we get to teal again I will be more careful",0.8384738052548223,1,0.4421920151314864,0.3230523894903554
never mind lol,0.7601485093293228,1,0.5509086839596501,0.4797029813413545
never seen barney?,0.7410906979699116,1,0.5719129870071505,0.5178186040601769
new york mets,0.892031182330013,5,0.34224747480254036,0.215937635339974
"next to brightest pink, not dull",0.888465980371232,1,0.3497106049498941,0.22306803925753593
nice,0.9268950039877284,46,0.2615975498288696,0.1462099920245432
nice :) purple,0.9265427425053747,1,0.26249135983710475,0.14691451498925057
nice dark olive,0.8980497289443304,1,0.32934714692729594,0.20390054211133912
nice description,0.8807748627251151,1,0.36537828324264193,0.23845027454976986
nice dude,0.8579637782373217,1,0.40864266893323764,0.28407244352535654
nice green,0.9372467902584937,1,0.23447681696991896,0.12550641948301267
nice job,0.9060316735866505,4,0.3116241880278158,0.18793665282669902
nice job!!! pink,0.9304994055720344,1,0.25234522006228727,0.13900118885593127
"nice job, blue",0.9253523788316194,1,0.2654982837315106,0.14929524233676128
"nice job, knuckle dragger. how about yellow",0.8946280079836442,1,0.33672860694143536,0.21074398403271166
nice job. which color makes the most sense as a tree trunk,0.8643573287442441,1,0.39697412705152324,0.2712853425115118
nice lol,0.9188263482557806,1,0.2816265203685863,0.16234730348843884
nice one,0.9224626900630618,1,0.2727130345030889,0.15507461987387638
nice one!,0.9224626900630618,1,0.2727130345030889,0.15507461987387638
nice one.. well done :),0.8926459196637688,1,0.34094739425194914,0.21470816067246234
nice playin ya enjoy your evening,0.8007333635787135,1,0.49938408350641694,0.398533272842573
"nice playing with you, you were great!",0.888637148295227,1,0.349355255075519,0.222725703409546
nice team work,0.851847998523132,1,0.4194901094893908,0.29630400295373605
nice we gettin it,0.9159156670644717,1,0.28863311984907025,0.1681686658710566
nice work,0.9040087457090431,3,0.3161844982781702,0.1919825085819138
nice work :),0.9159767728473768,1,0.28848716863525126,0.16804645430524645
nice work see y aaround,0.8918098894916118,1,0.34271451565718974,0.21638022101677645
nice work so far,0.8829789688646159,1,0.36094728144285126,0.23404206227076818
nice work so far.  the lighter purple that isn't as bright,0.8877841487455043,1,0.3511231776851136,0.22443170250899147
nice work!,0.9159767728473768,1,0.28848716863525126,0.16804645430524645
nice work! dark purple,0.8997627421776272,1,0.3256039696002099,0.2004745156447456
nice work. the most green.,0.9094132921659593,1,0.3038931534346289,0.18117341566808132
nice workin with ya enjoy your evening,0.7944503152560585,1,0.5080003311275882,0.41109936948788306
nice working with you,0.8698998981767024,1,0.3865769514375399,0.26020020364659513
nice working with you!,0.878632650046073,1,0.36964051694715966,0.2427346999078539
nice!,0.925264046542306,6,0.2657205946212095,0.14947190691538803
nice! barney purple,0.8995757299039502,1,0.32601419129993964,0.20084854019209963
nice! green,0.9372467902584937,1,0.23447681696991896,0.12550641948301267
nice! this one is not the green one,0.9107640663660522,1,0.30076647925041505,0.17847186726789555
"nice, 49/50! good work",0.9067941283479866,1,0.3098929543309312,0.18641174330402688
"nice, green",0.9355293876279717,1,0.23909535833376105,0.12894122474405667
nice-,0.8933544441070576,1,0.33944407440129415,0.2132911117858849
nice.,0.930840890893862,1,0.25145837231860757,0.13831821821227597
nice. bright orange,0.9481918628659679,1,0.2038051645174906,0.10361627426806419
nice. deep blue,0.9224034449972156,1,0.27285971779953194,0.1551931100055688
nice. i want to play this as a drinking game,0.8527762405884911,1,0.4178630373564103,0.2944475188230178
nice. light blue,0.9210840522043413,1,0.2761137234432835,0.15783189559131738
nice. same color,0.9005943230880036,1,0.32377514629661464,0.19881135382399284
nice. same thing--pick brightest of two similar shades,0.8766486219595273,1,0.37354961897995465,0.24670275608094538
nice. the one that has the least amount of green in it,0.8788524941247013,1,0.3692050989675216,0.2422950117505973
nice...pink,0.9349144954894398,1,0.2407370100728099,0.13017100902112033
niceeee,0.8927259052326206,1,0.3407779468329532,0.21454818953475874
nicely done,0.8194923306917963,1,0.47216241746791887,0.36101533861640744
nicer purple not dull,0.9030643810174748,1,0.3182971898712823,0.19387123796505046
nicest purple,0.9167125190669054,1,0.28672602003864395,0.16657496186618914
night,0.704092936289187,1,0.607356375283949,0.591814127421626
niiiice,0.8933544441070576,1,0.33944407440129415,0.2132911117858849
ninentendo water,0.8978623407097492,1,0.3297546633994497,0.20427531858050152
ninja turtle,0.892031182330013,3,0.34224747480254036,0.215937635339974
njjjjjjjjjlo,0.8917458945548832,1,0.34284948299109075,0.21650821089023364
nnnnoooo,0.8927259052326206,1,0.3407779468329532,0.21454818953475874
no,0.8747317814125012,59,0.37729176185531205,0.25053643717499763
no I think the darker of the two,0.8708778254606327,1,0.3847145831233199,0.2582443490787345
no barney at all... but cement,0.8571335431885854,1,0.41013300629994975,0.28573291362282927
no big deal -,0.7970282558408682,1,0.5044946397093861,0.40594348831826355
no biggie,0.8811503235092167,1,0.3646267692779886,0.23769935298156653
no blue,0.9270338092119086,1,0.2612448501384024,0.14593238157618282
no blue green or lime green. but yellow green,0.9273208629155445,1,0.26051455156732317,0.145358274168911
no blue tint,0.9056974086143799,1,0.31238101590469475,0.18860518277124028
no blue undertone,0.8515353292158138,1,0.42003663395357804,0.2969293415683725
no box here,0.8807292474948534,1,0.3654694941461177,0.23854150501029325
no bright or dull.  middle pink,0.8961562691376643,1,0.3334473510310859,0.20768746172467134
no bright purple,0.9107445834145539,1,0.3008117358131796,0.17851083317089222
no caca sorry,0.8948425260530982,1,0.33626952763044715,0.21031494789380356
no color,0.8752478583311515,1,0.37628757021504367,0.24950428333769703
no color?,0.8752478583311515,1,0.37628757021504367,0.24950428333769703
no eye hand coordination,0.7983633477497492,1,0.5026629516526404,0.4032733045005017
no gray,0.8997879702061253,2,0.3255486008633416,0.20042405958774934
no gray/ litest brighter bluey,0.8035407615231084,1,0.49545453262336747,0.39291847695378324
no grayness either,0.8186978706511456,1,0.4733622344455075,0.36260425869770874
no green,0.9068820553516477,2,0.30969286544023045,0.18623588929670465
no green in it,0.8961381728544581,1,0.3334863508811529,0.20772365429108386
no green in it that I see,0.8837142927511602,1,0.3594586090946904,0.2325714144976796
no greenish here--grey?,0.8812808017000591,1,0.3643652920371734,0.23743839659988186
no grey,0.8951255744008366,2,0.33566304164693317,0.20974885119832676
no hint of blue,0.894351715662356,1,0.337319167081084,0.2112965686752879
no hint of pink,0.8897867912988047,1,0.34696086907858836,0.22042641740239066
no hues of blue or purple in it,0.8825927126340908,1,0.36172716382618086,0.23481457473181844
no i never played that game,0.7867337799538494,1,0.5182521374337783,0.4265324400923012
no i would say the other one,0.8696427357281951,1,0.3870652871057051,0.2607145285436099
no i'm goo,0.868509910971999,1,0.3892095198564832,0.26298017805600193
no idea,0.7415481465463124,1,0.5714313678973495,0.5169037069073752
no idea lol pick one,0.8468942190903782,1,0.4280587644069566,0.3062115618192436
no idea what you mean.,0.8216627207989251,1,0.4688628363701393,0.3566745584021498
no it,0.8909148429571025,1,0.34459835226992125,0.2181703140857949
no it gets use to,0.8967524416955994,1,0.3321605505920046,0.20649511660880115
no it has no green and no purple,0.8927504989007217,1,0.340725832338269,0.21449900219855667
no it looks more blue the brightest one,0.9031077198052567,1,0.3182004579403481,0.19378456038948655
no joke! the brighter pink,0.906675119315232,1,0.3101636285881911,0.18664976136953593
no joke! turquose?,0.8695018849569411,1,0.38733250673390157,0.2609962300861177
no kidding   that was a good description,0.8704127342804288,1,0.3856013616703922,0.2591745314391425
no lol i thought you were,0.8760530753295521,1,0.37471588946305645,0.24789384934089576
"no matter, let's continue",0.7824099051317477,1,0.5238408588745406,0.43518018973650463
no more blue with grey,0.9086272683015214,1,0.30570237117926474,0.1827454633969572
no more of a light pink,0.889936307657559,1,0.3466484804014066,0.2201273846848819
no more teal,0.9030265572969229,1,0.31838159466856797,0.19394688540615412
no my fault,0.8824618395436007,1,0.36199108035115635,0.23507632091279862
no need to apologize i'm having fun,0.8144544539326888,1,0.479699106154361,0.37109109213462244
no not caca,0.8943158501428025,1,0.3373957684367639,0.21136829971439508
no not green at all,0.8984769190742183,1,0.3284166943079064,0.20304616185156332
no not really i don't think,0.8721036621367543,1,0.38236807672872575,0.25579267572649145
no not red,0.9163016980394855,1,0.2877102688882723,0.16739660392102906
no not the neon lime green,0.9109998207982654,1,0.3002184794784409,0.17800035840346928
no pink,0.9173440207916128,4,0.2852087482635718,0.16531195841677437
no pink or grey / blueish,0.9005428621811244,1,0.3238885434056718,0.1989142756377511
no pink tone and not purple,0.8881463786792304,1,0.35037331677507827,0.22370724264153918
no pinks,0.8613919471963298,1,0.40242862867697515,0.27721610560734034
no primraryblue,0.8695018849569411,1,0.38733250673390157,0.2609962300861177
no prob,0.8249907470305972,7,0.4637407871533169,0.3500185059388057
no prob we're together in this lol,0.8482417066435958,1,0.4257469401902112,0.30351658671280846
"no prob, it's only a penny bonus for each right answer, lol",0.8229886980526904,1,0.46683119162664255,0.35402260389461926
"no prob, they're hard, lol",0.8393057003740191,1,0.44081939528177305,0.32138859925196184
no prob.,0.8383558015998323,1,0.4423863058430511,0.3232883968003355
no problem,0.902389586481472,12,0.31980056496930565,0.1952208270370559
no problem =),0.868698199796204,1,0.3888539039830096,0.262603600407592
no problem i'm apparently not good with colors haha,0.8657626590444191,1,0.3943630613110917,0.26847468191116186
no problem thanks anyway,0.8488310781494119,1,0.42473135395189576,0.3023378437011761
no problem!,0.9081118130545751,2,0.30688476821893795,0.18377637389084978
"no problem, brown here",0.8996089244458298,1,0.3259414055261028,0.2007821511083403
"no problem, closest to blue",0.921184562170741,1,0.27586668405690185,0.15763087565851808
"no problem, i don't think i'm giving the best descriptions",0.8479343199501483,1,0.4262755479432785,0.3041313600997033
"no problem, yellow green",0.9359226595784451,1,0.238042109410964,0.12815468084310977
"no problem, you are doing great",0.891950929044655,1,0.3424169089161708,0.21609814191069
no problem. thank you,0.9071709140648903,1,0.30903488648929767,0.1856581718702195
no problem... yellowish green,0.9327307700332115,1,0.24651731638640945,0.13453845993357705
no problem...the color of mustard,0.9005073461011197,1,0.3239667879132934,0.19898530779776058
no ptob,0.8853929991020411,1,0.3560402830761463,0.2292140017959179
no puirple tink,0.7918461840508715,1,0.5115003198001601,0.41630763189825704
no purple,0.8992622141592402,3,0.32670103711546866,0.20147557168151953
no purple tint,0.8813408414976658,1,0.3642449181118735,0.23731831700466843
no purple tint*,0.8948556032260464,1,0.33624152602579904,0.2102887935479072
no red in it - brown,0.9111107475768033,1,0.2999603984957673,0.17777850484639335
no regular purp,0.8629882629638655,1,0.39950161439372556,0.2740234740722689
no rpob,0.8853929991020411,1,0.3560402830761463,0.2292140017959179
no rules agaisnt it,0.8069672349345767,1,0.4905907435829773,0.38606553013084666
no sea,0.8872401732075811,1,0.352246801623752,0.22551965358483783
no shades of purple,0.8748744842388796,1,0.37701433165128984,0.2502510315222408
no thats real grey =(,0.8587923562207284,1,0.4071496667218264,0.2824152875585433
no thats the light one,0.8872414611127739,1,0.35224414485304123,0.22551707777445218
no the brighter blue,0.9183176881492096,1,0.28285905617466367,0.1633646237015809
no the less gray one,0.9029754481133068,1,0.31849562043446367,0.19404910377338647
no the more fluorescent one,0.8933319805860575,1,0.33949181735253564,0.2133360388278851
no the one that is more purple,0.8912580336552026,1,0.3438770041044519,0.21748393268959476
no the other,0.8754066072367997,1,0.37597818361232443,0.2491867855264005
"no the other one, brownish",0.8967708910449759,1,0.33212066771295906,0.20645821791004826
no the puke one,0.8727490435978768,1,0.3811272757139108,0.2545019128042465
no the sand brown,0.8953271159793738,1,0.3352306796613608,0.2093457680412525
no tint of yellow,0.9019037380964184,1,0.32087978402683065,0.19619252380716312
no urine,0.7803860428579187,1,0.5264189255509789,0.43922791428416263
no worrie,0.8725169615422712,1,0.3815739042976478,0.2549660769154576
no worries,0.8987924935179312,18,0.32772806471712496,0.20241501296413755
no worries - that was a hard one,0.8824490523587187,1,0.3620168579202433,0.23510189528256253
no worries :),0.8974799349654986,3,0.33058510052953,0.2050401300690028
no worries that one sucked,0.8993830009258988,1,0.32643654784307086,0.2012339981482023
no worries that one was hard,0.8764021536257073,1,0.3740326797269862,0.24719569274858544
no worries!,0.8988140784842984,3,0.3276809231956441,0.2023718430314032
no worries!  some of these are hard... i am squinting lol,0.8646188495027765,1,0.396489508650984,0.2707623009944471
"no worries, lol, you're doing great!",0.9044946233210267,1,0.3150935156073229,0.1910107533579466
"no worries, should have been more precise on that one",0.8785487592292672,1,0.3698065496021626,0.24290248154146554
"no worries, that one was difficult to explain anyway lol",0.851389607177515,1,0.4202910817977763,0.29722078564497
"no worries, we're doing good on time",0.8963764547518965,1,0.33297254026424883,0.20724709049620693
no worries.,0.8918628160798413,1,0.34260285975078925,0.2162743678403174
no worries. it happens,0.8711593731613232,1,0.3841768283350322,0.2576812536773536
no worries. pea green,0.9068672125874828,1,0.30972664842661846,0.18626557482503436
no worroes,0.8695018849569411,1,0.38733250673390157,0.2609962300861177
"no worrries, some of these are tough",0.859729672086188,1,0.40545390530028713,0.280540655827624
no xD,0.8068676677626592,1,0.49073313495119364,0.38626466447468166
no yellow,0.9374686085819484,4,0.23387665983481365,0.12506278283610328
"no, I was waiting for you",0.884853277558685,1,0.35714232262660695,0.23029344488262993
"no, almost neon",0.8949181831993454,1,0.33610750097698705,0.2101636336013093
"no, but i don't believe 'you'",0.853335009847218,1,0.41688029006055216,0.293329980305564
"no, darkr",0.8725169615422712,1,0.3815739042976478,0.2549660769154576
"no, duller one",0.9053342719975153,1,0.31320173123358835,0.18933145600496948
"no, its closest to brown",0.9111497246223653,1,0.2998696788810873,0.17770055075526936
"no, lol, don't feel silly",0.8412652809075604,1,0.4375657864513727,0.31746943818487927
"no, more yellow",0.921772328240457,1,0.27441924631816317,0.15645534351908608
"no, not barney and not the color of the sky on a clear day",0.8765194672384312,1,0.3738028232240041,0.24696106552313757
"no, not neon",0.9041231371647774,1,0.3159278906408842,0.19175372567044513
"no, not really",0.8801179004866311,1,0.36669001695121056,0.23976419902673785
"no, the brighter, sharper one",0.8942514019786286,1,0.33753338223034124,0.21149719604274275
"no, the more brighter darker gray",0.885820420104961,1,0.35516550995755813,0.22835915979007804
"no, the other",0.882750558459542,1,0.3614086346133547,0.23449888308091604
"no, the other blue",0.8990546382930886,1,0.32715519416087857,0.20189072341382275
"no, the other one",0.8891935314442235,1,0.3481981392459834,0.22161293711155294
"no, the purple leaning one",0.8674372584645634,1,0.39122949824429404,0.26512548307087314
"no, you are doing awesome! This is hard. Brown.",0.8960315340131343,1,0.33371610005111757,0.20793693197373142
no. Sorry the very first one was just a mistake on my part though.,0.855821625367356,1,0.4124765379739375,0.2883567492652881
no. not the seafoamy one. and not the most yellow,0.9103604204957897,1,0.30170314763516237,0.17927915900842062
no..,0.8811503235092167,1,0.3646267692779886,0.23769935298156653
nogreen,0.892031182330013,1,0.34224747480254036,0.215937635339974
noice,0.8917458945548832,1,0.34284948299109075,0.21650821089023364
non blue,0.8934553561443517,1,0.33922953516910437,0.21308928771129665
non bright green,0.9009063628572184,1,0.3230869144791489,0.19818727428556326
non color.....not dark....not light,0.8689188920393969,1,0.38843669298551026,0.26216221592120625
non neon green,0.8980263155022061,1,0.32939808550309696,0.20394736899558774
"non neon green and not the 'normal green', the other one",0.897569446832184,1,0.3303908580978463,0.20486110633563204
non the confederate uniform,0.7913941106528385,1,0.5121037108526875,0.417211778694323
non-blue,0.8926589979221559,1,0.340919692856719,0.21468200415568828
non-brown non-blue grey,0.9195779436691356,1,0.2797989716021417,0.16084411266172882
non-neon green,0.9394928223486291,1,0.22836076530773625,0.12101435530274185
non-reddish grey,0.9195779436691356,1,0.2797989716021417,0.16084411266172882
"non-tennis ball, right?",0.7094533283983172,1,0.6026404381772523,0.5810933432033656
none is beige,0.8546923842102121,1,0.4144825725043173,0.2906152315795758
none look gold to me  one looks sort of brownish gray,0.8802320807249577,1,0.3664623314676662,0.23953583855008453
none look purple to me,0.8463464204792014,1,0.42899458872857743,0.3073071590415972
none of them look like the sky to me,0.8534138705687088,1,0.41674139138583655,0.29317225886258247
nono,0.8926589979221559,1,0.340919692856719,0.21468200415568828
nooo ineeded that penny,0.818423251072799,1,0.47377598331754733,0.363153497854402
nooooo,0.8926589979221559,1,0.340919692856719,0.21468200415568828
nope,0.9151668786328344,8,0.29041767415707703,0.16966624273433117
nope not cookie monster,0.9061059872935469,1,0.3114557520706198,0.1877880254129063
"nope, it was the lighter one",0.8938613862465474,1,0.3383652321511233,0.21227722750690514
nope. good work. good team. the more blue of the grays. the least pink.,0.8979867764629462,1,0.3294840935387755,0.20402644707410755
